PLEASE DO NOT DELETE THIS COLUMN OR ELSE THE DATA WILL NOT IMPORT CORRECTLY,Note,UPC,SKU,FrameName,Manufacturer,Brand,BrandID,Collection,ProductGroupType,FramecolorColorGroup,FrameColor,FrameColorCode,LensColor,LensColorCode,EyeSize,A,B,ED,EDAngle,TempleLength,BridgeSize,DBL,STS,Circumference,GenderType,AgeType,MaterialType,MaterialDescription,PreciousMetalType,PreciousMetalDescription,CountryofOrigin,TempleType,TempleTypeDescription,BridgeType,BridgeTypeDescription,LensType,LensTypeDescription,TrimType,TrimDescription,ClipSunglassType,ClipSunglassDescription,SideshieldsType,SideshieldsDescription,EdgeType,CaseType,CaseTypeDescription,HingeType,RimType,FrameShape,ShapeDescription,MonthIntroduced,YearIntroduced,Features,FramesPDType,LensVisionType,LensVisionDescription,RXType,RXDescription,WarrantyType,WarrantyDescription,Radii
78ae8278-6670-4174-bd85-2eabd738ee8d,,715583717831,,SK 1524,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Rose,DARK PINK,PNK,,,47,47.01,29.55,48.4,160.2,130,16,16,120,127.3,Female,Child,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Interior S foil logo.,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,Carbon fiber heart accent & engraved heart on tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
a0adfe0d-fc5f-4f59-bd99-5cc773d557c6,,715583717848,,SK 1524,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Purple,DARK PURPLE,PUR,,,47,47.01,29.55,48.4,160.2,130,16,16,120,127.3,Female,Child,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Interior S foil logo.,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,Carbon fiber heart accent & engraved heart on tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
5ad4a53a-7174-494b-b74e-a07c50876bcd,,715583717350,,SK 1524,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Black,BLACK/BLUE,BLKBL,,,47,47.01,29.55,48.4,160.2,130,16,16,120,127.3,Female,Child,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Interior S foil logo.,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,Carbon fiber heart accent & engraved heart on tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
a89f2368-8b79-4702-9a8f-acf00cd74777,,715583717367,,SK 1524,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Brown,DARK BROWN/PINK,BRNPK,,,47,47.01,29.55,48.4,160.2,130,16,16,120,127.3,Female,Child,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Interior S foil logo.,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,Carbon fiber heart accent & engraved heart on tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
2baf117c-f842-4a8a-a11d-28b0fec88bb7,,715583718135,,SK 1525,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Black,BLACK/BLUE,BLKBL,,,46,45.97,31.39,47.2,162.0,130,16,16,120,125.5,Female,Child,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Interior S foil logo.,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Cat Eye,,June,2013,Carbon fiber heart accent & engraved heart on tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
a09602a7-75fb-42df-947e-3ecaa0dacbe5,,715583718531,,SK 1525,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Purple,DARK PURPLE,PUR,,,46,45.97,31.39,47.2,162.0,130,16,16,120,125.5,Female,Child,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Interior S foil logo.,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Cat Eye,,June,2013,Carbon fiber heart accent & engraved heart on tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
72cc6cee-b648-4832-a218-420e9f7dbfbf,,715583718241,,SK 1525,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Brown,DARK BROWN/PINK,BRNPK,,,46,45.97,31.39,47.2,162.0,130,16,16,120,125.5,Female,Child,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Interior S foil logo.,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Cat Eye,,June,2013,Carbon fiber heart accent & engraved heart on tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
704501e5-7869-4a7e-9dd1-5644897ded92,,715583718340,,SK 1525,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Rose,DARK PINK,PNK,,,46,45.97,31.39,47.2,162.0,130,16,16,120,125.5,Female,Child,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Interior S foil logo.,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Cat Eye,,June,2013,Carbon fiber heart accent & engraved heart on tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
d9f84c94-3167-4891-bfc2-307d43a9e025,,715583718692,,SK 1526,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Brown,DARK BROWN/PINK,BRN,,,47,47.17,27.21,49.02,160.2,130,15,15,120,125.1,Female,Child,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Printed SKECHERS logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,Mulit colored stones on temples & stone cluster on tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
8a3137c9-a852-475d-b18a-31b5d8a4ba3a,,715583718586,,SK 1526,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Purple,PURPLE/CLEAR,BLPUR,,,47,47.17,27.21,49.02,160.2,130,15,15,120,125.1,Female,Child,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Printed SKECHERS logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,Mulit colored stones on temples & stone cluster on tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
10559b5b-64a2-43c7-b529-37f9368e158c,,715583718708,,SK 1526,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Burgundy,BURGUNDY/CLEAR,BUR,,,47,47.17,27.21,49.02,160.2,130,15,15,120,125.1,Female,Child,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Printed SKECHERS logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,Mulit colored stones on temples & stone cluster on tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
ffb1fb94-ce27-485a-88ee-f066f935b348,,715583718715,,SK 1526,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Purple,DARK PURPLE,PUR,,,47,47.17,27.21,49.02,160.2,130,15,15,120,125.1,Female,Child,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Printed SKECHERS logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,Mulit colored stones on temples & stone cluster on tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
b3abe3c9-5fa3-4ac0-bc97-37c454887047,,715583718746,,SK 1527,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Burgundy,SATIN BURGUNDY,SBUR,,,46,45.95,26.83,46.96,12.6,130,16,16,115,121.5,Female,Child,Metal,"Nickel Silver, Stainless Steel & Handmade Acetate",,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Printed SKECHERS logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Geometric,,June,2013,Mulit colored stones on temples & stone cluster on tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
b2d237f1-aa71-4227-996a-411f4a6356bf,,715583718722,,SK 1527,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Blue,SATIN BLUE,SBLU,,,46,45.95,26.83,46.96,12.6,130,16,16,115,121.5,Female,Child,Metal,"Nickel Silver, Stainless Steel & Handmade Acetate",,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Printed SKECHERS logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Geometric,,June,2013,Mulit colored stones on temples & stone cluster on tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
569cf733-1dce-4cea-824c-80cc4eab2e3a,,715583718753,,SK 1527,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Purple,SATIN PURPLE,SPUR,,,46,45.95,26.83,46.96,12.6,130,16,16,115,121.5,Female,Child,Metal,"Nickel Silver, Stainless Steel & Handmade Acetate",,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Printed SKECHERS logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Geometric,,June,2013,Mulit colored stones on temples & stone cluster on tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
747c7e0f-5fe9-4e33-8cc2-a152afbc98e0,,715583718739,,SK 1527,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Brown,SATIN BROWN,SBRN,,,46,45.95,26.83,46.96,12.6,130,16,16,115,121.5,Female,Child,Metal,"Nickel Silver, Stainless Steel & Handmade Acetate",,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Printed SKECHERS logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Geometric,,June,2013,Mulit colored stones on temples & stone cluster on tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
90f46ddb-2c1d-4a32-a55c-3e05bcdc1c70,,715583718791,,SK 1528,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Purple,DARK PURPLE,PUR,,,46,46.32,27.91,47.12,12.6,130,15,15,115,122.2,Female,Child,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Printed SKECHERS logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,Mulit colored stones on temples & stone cluster on tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
b5d0d640-e761-4bfe-b7c3-8a83b55331fe,,715583718777,,SK 1528,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Brown,DARK BROWN/PINK,BRN,,,46,46.32,27.91,47.12,12.6,130,15,15,115,122.2,Female,Child,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Printed SKECHERS logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,Mulit colored stones on temples & stone cluster on tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
15e8633d-003b-4551-b6aa-9e75e21f7f32,,715583718760,,SK 1528,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Purple,PURPLE/CLEAR,BLPUR,,,46,46.32,27.91,47.12,12.6,130,15,15,115,122.2,Female,Child,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Printed SKECHERS logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,Mulit colored stones on temples & stone cluster on tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
7865154e-406b-4d87-bd83-aa05805ad8b0,,715583718784,,SK 1528,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Burgundy,BURGUNDY/CLEAR,BUR,,,46,46.32,27.91,47.12,12.6,130,15,15,115,122.2,Female,Child,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Printed SKECHERS logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,Mulit colored stones on temples & stone cluster on tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
951b0a89-ecd6-40eb-99f9-2e6f25dff3e1,,715583882881,,SK 1537,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Brown,Satin Brown,SBRN,,,47,47.37,27.65,48.52,16.2,125,15,15,115,123.7,Female,Youth/Teen,Metal,Nickel Silver,,,China,Skull,Metal temples,Adjustable nose pads,,,,Visible logo.,Silver foil S logo tip,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Oval,,June,2014,Metal Flower/Heart/Peace sign temples.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
9c7e2811-caf9-484a-a2d1-417a10ae9652,,715583882898,,SK 1537,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Rose,Satin Pink,SPKPUR,,,47,47.37,27.65,48.52,16.2,125,15,15,115,123.7,Female,Youth/Teen,Metal,Nickel Silver,,,China,Skull,Metal temples,Adjustable nose pads,,,,Visible logo.,Silver foil S logo tip,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Oval,,June,2014,Metal Flower/Heart/Peace sign temples.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
7e45c10b-256c-4a80-aa83-f1211f4734d1,,715583882911,,SK 1537,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Purple,Milky Purple,SPUR,,,47,47.37,27.65,48.52,16.2,125,15,15,115,123.7,Female,Youth/Teen,Metal,Nickel Silver,,,China,Skull,Metal temples,Adjustable nose pads,,,,Visible logo.,Silver foil S logo tip,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Oval,,June,2014,Metal Flower/Heart/Peace sign temples.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
c0502a2c-107f-43ed-8cca-674a724030d2,,715583883215,,SK 1538,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Rose,Milky Pink,SPNK,,,47,47.13,27.40,48.26,162.0,130,15,15,115,123.2,Female,Youth/Teen,Plastic,Handmade Acetate & Nickel Silver,,,China,Skull,Metal temples,Saddle,,,,Visible logo.,Silver foil S logo tip,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,Metal Flower/Heart/Peace sign temples.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
2444089f-efe5-42dd-8b31-b875b7d9d6ba,,715583883550,,SK 1538,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Tortoise,Tortoise,TOR,,,47,47.13,27.40,48.26,162.0,130,15,15,115,123.2,Female,Youth/Teen,Plastic,Handmade Acetate & Nickel Silver,,,China,Skull,Metal temples,Saddle,,,,Visible logo.,Silver foil S logo tip,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,Metal Flower/Heart/Peace sign temples.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
44fbebac-16ab-4e1d-99c6-f8e96f7a808a,,715583883222,,SK 1538,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Purple,Milky Purple,SPUR,,,47,47.13,27.40,48.26,162.0,130,15,15,115,123.2,Female,Youth/Teen,Plastic,Handmade Acetate & Nickel Silver,,,China,Skull,Metal temples,Saddle,,,,Visible logo.,Silver foil S logo tip,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,Metal Flower/Heart/Peace sign temples.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
908ff1d3-69ab-470e-bc66-1475edc29ff8,,715583887725,,SK 1541,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Purple,Purple,PUR,,,46,45.75,31.33,47.48,163.8,130,15,15,115,124.5,Female,Youth/Teen,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Printed SKECHERS logo outside temples,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Cat Eye,,June,2014,Color block acetate temples w/decorative wire core.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
4cfe4e80-8bd4-463d-a2c9-af2e2f8d805d,,715583887701,,SK 1541,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Rose,Pink,PKPUR,,,46,45.75,31.33,47.48,163.8,130,15,15,115,124.5,Female,Youth/Teen,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Printed SKECHERS logo outside temples,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Cat Eye,,June,2014,Color block acetate temples w/decorative wire core.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
2e2e2751-3d54-43cb-aa81-fa1301705753,,715583887695,,SK 1541,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Brown,Brown,BRN,,,46,45.75,31.33,47.48,163.8,130,15,15,115,124.5,Female,Youth/Teen,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Printed SKECHERS logo outside temples,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Cat Eye,,June,2014,Color block acetate temples w/decorative wire core.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
cdb2e523-1067-4e0d-8cfa-61200c8fc163,,715583888371,,SK 1543,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Rose,Satin Pink,SPKPUR,,,46,46.44,30.92,47.38,165.6,130,16,16,120,123.5,Female,Youth/Teen,Metal,Stainless Steel & Handmade Acetate,,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Printed SKECHERS logo outside temples,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Oval,,June,2014,Color block acetate temples w/decorative wire core.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
2186e8b7-387d-49e3-86c9-8d72ae0b3f76,,715583888241,,SK 1543,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Brown,Satin Brown,SBRN,,,46,46.44,30.92,47.38,165.6,130,16,16,120,123.5,Female,Youth/Teen,Metal,Stainless Steel & Handmade Acetate,,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Printed SKECHERS logo outside temples,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Oval,,June,2014,Color block acetate temples w/decorative wire core.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
717891f5-2bf1-43bf-b35d-9778eb13f445,,715583888548,,SK 1543,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Blue,Satin Teal,STL,,,46,46.44,30.92,47.38,165.6,130,16,16,120,123.5,Female,Youth/Teen,Metal,Stainless Steel & Handmade Acetate,,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Printed SKECHERS logo outside temples,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Oval,,June,2014,Color block acetate temples w/decorative wire core.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
7dfa9ed5-b32d-40dd-a42b-12288277fb2a,,715583968691,,SK 1554,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Purple,Purple Crystal,PURLP,,,48,47.58,28.37,49.00,16.2,130,16,16,115,127.5,Female,Youth/Teen,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Printed SKECHERS temple logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Cat Eye,,June,2014,Animal print acetate temples.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
4ff1b25a-c538-4b84-a8bd-dbc248f93943,,715583968653,,SK 1554,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Black,Black,BLKLP,,,48,47.58,28.37,49.00,16.2,130,16,16,115,127.5,Female,Youth/Teen,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Printed SKECHERS temple logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Cat Eye,,June,2014,Animal print acetate temples.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
6c776f72-3e17-4152-a440-f31be2a8676a,,715583968684,,SK 1554,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Rose,Pink Crystal,PKLP,,,48,47.58,28.37,49.00,16.2,130,16,16,115,127.5,Female,Youth/Teen,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Printed SKECHERS temple logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Cat Eye,,June,2014,Animal print acetate temples.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
cf4f8c89-3946-4154-a621-02321f47cd10,,715583194632,,SK 1556,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Rose,Satin Pink,SPNK,,,48,48.52,26.30,49.46,163.8,130,16,16,0,125.2,Female,Youth/Teen,Metal,Stainless Steel & Handmade Acetate,,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Printed SKECHERS temple logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,Animal print acetate temples.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
83590e03-bdf4-488d-a91d-2da1b9c14fc3,,715583193925,,SK 1556,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Blue,Satin Light Blue,SBLU,,,48,48.52,26.30,49.46,163.8,130,16,16,0,125.2,Female,Youth/Teen,Metal,Stainless Steel & Handmade Acetate,,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Printed SKECHERS temple logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,Animal print acetate temples.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
a1155ac3-266d-4c80-8d84-ef1c56f05746,,715583193192,,SK 1556,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Black,Satin Black,SBLK,,,48,48.52,26.30,49.46,163.8,130,16,16,0,125.2,Female,Youth/Teen,Metal,Stainless Steel & Handmade Acetate,,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Printed SKECHERS temple logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,Animal print acetate temples.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
3d3a2127-7613-4c1c-bccb-64860598e101,,715583027664,,SK 1558,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Rose,SATIN PINK,SPK,,,48,48.32,26.06,50.20,160.2,130,16,16,125,127.9,Female,Youth/Teen,Metal,Stainless Steel & Handmade Acetate,,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Printed Skechers temple logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,January,2015,Striped acetate temples,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
550bdcc8-2c41-4cf6-92a6-6594aa0c59c1,,715583028142,,SK 1558,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Rose,SATIN PINK,SRO,,,48,48.32,26.06,50.20,160.2,130,16,16,125,127.9,Female,Youth/Teen,Metal,Stainless Steel & Handmade Acetate,,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Printed Skechers temple logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,January,2015,Striped acetate temples,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
5292fd54-0904-43f3-bc9e-a8ee3469d0ff,,715583027404,,SK 1558,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Brown,SATIN BROWN,SBRN,,,48,48.32,26.06,50.20,160.2,130,16,16,125,127.9,Female,Youth/Teen,Metal,Stainless Steel & Handmade Acetate,,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Printed Skechers temple logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,January,2015,Striped acetate temples,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
779e884b-2984-45c4-bf12-115f3e534e05,,715583028920,,SK 1565,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Purple,PURPLE,PUR,,,47,46.94,26.70,48.22,162.0,130,16,16,115,125.0,Female,Youth/Teen,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Printed Skechers temple logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Cat Eye,,January,2015,Striped acetate temples,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
63da1293-4cb3-48cf-b7bd-25b24c8051bc,,715583028913,,SK 1565,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Rose,PINK,PK,,,47,46.94,26.70,48.22,162.0,130,16,16,115,125.0,Female,Youth/Teen,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Printed Skechers temple logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Cat Eye,,January,2015,Striped acetate temples,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
7fb29652-b5b5-471b-916b-4fe5b7478a6d,,715583028265,,SK 1565,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Brown,BROWN,BRN,,,47,46.94,26.70,48.22,162.0,130,16,16,115,125.0,Female,Youth/Teen,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Printed Skechers temple logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Cat Eye,,January,2015,Striped acetate temples,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
95b07500-960f-477d-b437-2152bf32bc7b,,715583246782,,SK 2001,Marcolin¨,Skechers,7480,Skechers Collection,Combinations,Brown,Satin Brown,SBRN,,,50,49.90,24.80,51.30,16.2,135,17,17,120,128.3,Female,Adult,Metal,Stainless Steel & Handmade Acetate,,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Detailed stainless steel temple insert & vertical logo detail on temples.,,,,,grooved,Hard case included.,Brand case,Spring Hinge,Semi-Rimless,Modified Oval,,February,2010,,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
6f56d051-092a-4774-9ad0-264e583b48ad,,715583246775,,SK 2001,Marcolin¨,Skechers,7480,Skechers Collection,Combinations,Black,Satin Black,SBLK,,,50,49.90,24.80,51.30,16.2,135,17,17,120,128.3,Female,Adult,Metal,Stainless Steel & Handmade Acetate,,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Detailed stainless steel temple insert & vertical logo detail on temples.,,,,,grooved,Hard case included.,Brand case,Spring Hinge,Semi-Rimless,Modified Oval,,February,2010,,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
4dfb742f-dd5f-42b1-b131-7c245051c484,,715583246805,,SK 2001,Marcolin¨,Skechers,7480,Skechers Collection,Combinations,Purple,Satin Purple,SPUR,,,50,49.90,24.80,51.30,16.2,135,17,17,120,128.3,Female,Adult,Metal,Stainless Steel & Handmade Acetate,,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Detailed stainless steel temple insert & vertical logo detail on temples.,,,,,grooved,Hard case included.,Brand case,Spring Hinge,Semi-Rimless,Modified Oval,,February,2010,,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
