PLEASE DO NOT DELETE THIS COLUMN OR ELSE THE DATA WILL NOT IMPORT CORRECTLY,Note,UPC,SKU,FrameName,Manufacturer,Brand,BrandID,Collection,ProductGroupType,FramecolorColorGroup,FrameColor,FrameColorCode,LensColor,LensColorCode,EyeSize,A,B,ED,EDAngle,TempleLength,BridgeSize,DBL,STS,Circumference,GenderType,AgeType,MaterialType,MaterialDescription,PreciousMetalType,PreciousMetalDescription,CountryofOrigin,TempleType,TempleTypeDescription,BridgeType,BridgeTypeDescription,LensType,LensTypeDescription,TrimType,TrimDescription,ClipSunglassType,ClipSunglassDescription,SideshieldsType,SideshieldsDescription,EdgeType,CaseType,CaseTypeDescription,HingeType,RimType,FrameShape,ShapeDescription,MonthIntroduced,YearIntroduced,Features,FramesPDType,LensVisionType,LensVisionDescription,RXType,RXDescription,WarrantyType,WarrantyDescription,Radii
0787433e-ff1c-4c35-9c89-c7782e5d1ba1,,715583716773,,SK 1044,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Silver,SATIN DARK SILVER,SSIL,,,49,49.03,27.95,51.32,158.4,135,17,17,120,131.4,Male,Child,Metal,Stainless Steel & Handmade Acetate,,,China,Skull,Metal temples,Adjustable nose pads,,,,Visible logo.,Epoxy SKECHERS logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,Contains Nickel Silver.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
99f302f4-7811-4bac-b1dd-2581d5a1620f,,715583716889,,SK 1045,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Tortoise,TORTOISE/ORANGE,TORBRN,,,50,49.98,28.29,52.24,25.2,135,16,16,125,140.9,Male,Child,Plastic,Handmade Acetate & Nickel Silver,,,China,Skull,Metal temples,Saddle,,,,Visible logo.,Epoxy SKECHERS logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
c8a75f75-7d9e-4b36-bc3c-3c3f0cb74cd7,,715583716780,,SK 1045,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Black,BLACK/BLUE,BLKBL,,,50,49.98,28.29,52.24,25.2,135,16,16,125,140.9,Male,Child,Plastic,Handmade Acetate & Nickel Silver,,,China,Skull,Metal temples,Saddle,,,,Visible logo.,Epoxy SKECHERS logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
639a3766-5cda-465c-9f3e-931a6e933bbf,,715583716803,,SK 1045,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Black,BLACK/GREEN,BLKGRN,,,50,49.98,28.29,52.24,25.2,135,16,16,125,140.9,Male,Child,Plastic,Handmade Acetate & Nickel Silver,,,China,Skull,Metal temples,Saddle,,,,Visible logo.,Epoxy SKECHERS logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
bb709e7f-7183-4dba-868b-9eedb60e7d17,,715583716810,,SK 1045,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Black,BLACK/RED,BLKRD,,,50,49.98,28.29,52.24,25.2,135,16,16,125,140.9,Male,Child,Plastic,Handmade Acetate & Nickel Silver,,,China,Skull,Metal temples,Saddle,,,,Visible logo.,Epoxy SKECHERS logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
137ccaaf-44b4-4e89-9048-4064d55cc98e,,715583712829,,SK 1060,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Black,SATIN BLACK,MBLK,,,49,49.21,26.7,51.08,18.0,130,18,18,120,132.5,Male,Child,Metal,Stainless Steel & Handmade Acetate,,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Raised SKECHERS logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,Contains Nickel Silver.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
0fa4a074-4a04-4466-9112-4fce4f5af0f4,,715583712898,,SK 1060,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Green,SATIN OLIVE,MOL,,,49,49.21,26.7,51.08,18.0,130,18,18,120,132.5,Male,Child,Metal,Stainless Steel & Handmade Acetate,,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Raised SKECHERS logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,Contains Nickel Silver.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
9a11e7f3-1328-4dc3-8ad7-a875e0223b24,,715583712836,,SK 1060,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Blue,SATIN BLUE,MBLU,,,49,49.21,26.7,51.08,18.0,130,18,18,120,132.5,Male,Child,Metal,Stainless Steel & Handmade Acetate,,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Raised SKECHERS logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,Contains Nickel Silver.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
30006605-e662-415e-ac12-b1cd00da1d98,,715583712874,,SK 1060,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Gunmetal,SATIN GUNMETAL,MGUN,,,49,49.21,26.7,51.08,18.0,130,18,18,120,132.5,Male,Child,Metal,Stainless Steel & Handmade Acetate,,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Raised SKECHERS logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,Contains Nickel Silver.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
fca9dbe9-f149-494f-b6d0-bd65b85c7994,,715583712867,,SK 1060,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Brown,SATIN BROWN,MBRN,,,49,49.21,26.7,51.08,18.0,130,18,18,120,132.5,Male,Child,Metal,Stainless Steel & Handmade Acetate,,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Raised SKECHERS logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,Contains Nickel Silver.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
bc5ad7c3-a2ec-4d54-a774-124603c2e7d7,,715583712232,,SK 1061,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Green,DARK OLIVE CRYSTAL,OL,,,49,49.22,26.4,50.62,16.2,130,17,17,120,129.1,Male,Child,Plastic,Handmade Acetate,,,China,Skull,Combination temples,Saddle,,,,Visible logo.,Raised SKECHERS logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,Contains Nickel Silver.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
cd7f42bc-7e85-49b6-8686-73dc2f388e9f,,715583711938,,SK 1061,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Blue,DARK BLUE CRYSTAL,BL,,,49,49.22,26.4,50.62,16.2,130,17,17,120,129.1,Male,Child,Plastic,Handmade Acetate,,,China,Skull,Combination temples,Saddle,,,,Visible logo.,Raised SKECHERS logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,Contains Nickel Silver.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
2b7bcb98-b330-4094-9fc8-cb9ef92bb535,,715583712188,,SK 1061,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Black,SHINY BLACK,BLK,,,49,49.22,26.4,50.62,16.2,130,17,17,120,129.1,Male,Child,Plastic,Handmade Acetate,,,China,Skull,Combination temples,Saddle,,,,Visible logo.,Raised SKECHERS logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,Contains Nickel Silver.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
4fcdb67b-9aaa-425e-aff8-d31c9f876a4a,,715583712218,,SK 1061,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Brown,DARK BROWN CRYSTAL,BRN,,,49,49.22,26.4,50.62,16.2,130,17,17,120,129.1,Male,Child,Plastic,Handmade Acetate,,,China,Skull,Combination temples,Saddle,,,,Visible logo.,Raised SKECHERS logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2013,Contains Nickel Silver.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
2030631e-782f-4650-858b-6caa676a2302,,715583882782,,SK 1062,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Silver,Satin Silver,SSIL,,,49,48.62,27.15,50.44,18.0,125,16,16,120,131.8,Male,Youth/Teen,Metal,Stainless Steel & Nickel Silver,,,China,Skull,Metal temples,Adjustable nose pads,,,,Visible logo.,Engraved S logo w/epoxy fill,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,"Step down metal temple, geometric laser pattern.",,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
b05a8d97-bd2f-462c-ab04-741837b566d5,,715583881969,,SK 1062,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Black,Satin Black,SBLK,,,49,48.62,27.15,50.44,18.0,125,16,16,120,131.8,Male,Youth/Teen,Metal,Stainless Steel & Nickel Silver,,,China,Skull,Metal temples,Adjustable nose pads,,,,Visible logo.,Engraved S logo w/epoxy fill,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,"Step down metal temple, geometric laser pattern.",,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
eef7092e-bc31-4e2a-b95c-c3d6bfed969a,,715583882775,,SK 1062,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Blue,Satin Blue,SNV,,,49,48.62,27.15,50.44,18.0,125,16,16,120,131.8,Male,Youth/Teen,Metal,Stainless Steel & Nickel Silver,,,China,Skull,Metal temples,Adjustable nose pads,,,,Visible logo.,Engraved S logo w/epoxy fill,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,"Step down metal temple, geometric laser pattern.",,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
be01c7ec-f97b-42b6-9869-1c7b47898f42,,715583882850,,SK 1063,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Black,Black over Blue,NV,,,48,48.21,25.44,49.80,16.2,130,15,15,115,126.6,Male,Youth/Teen,Plastic,Handmade Acetate & Nickel Silver,,,China,Skull,Metal temples,Saddle,,,,Visible logo.,Engraved S logo w/epoxy fill,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,"Step down metal temple, geometric laser pattern.",,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
a78efa05-9832-4b3b-af4f-ae3ee058c5ec,,715583882867,,SK 1063,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Tortoise,Tortoise,TOR,,,48,48.21,25.44,49.80,16.2,130,15,15,115,126.6,Male,Youth/Teen,Plastic,Handmade Acetate & Nickel Silver,,,China,Skull,Metal temples,Saddle,,,,Visible logo.,Engraved S logo w/epoxy fill,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,"Step down metal temple, geometric laser pattern.",,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
c2e25cef-87a8-4562-b9eb-e823dabf88ca,,715583882843,,SK 1063,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Black,Black over Red,BLKRD,,,48,48.21,25.44,49.80,16.2,130,15,15,115,126.6,Male,Youth/Teen,Plastic,Handmade Acetate & Nickel Silver,,,China,Skull,Metal temples,Saddle,,,,Visible logo.,Engraved S logo w/epoxy fill,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,"Step down metal temple, geometric laser pattern.",,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
95418152-0af1-45ef-8f37-4be6b2a4f303,,715583025578,,SK 1067,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Black,Black over Green,BLKGRN,,,46,45.97,28.43,47.38,154.8,130,16,16,125,129.6,Male,Youth/Teen,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Foil SKX logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,Color block acetate.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
d3265fd5-d11b-456e-b71d-9a4cdcc8831d,,715583025707,,SK 1067,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Tortoise,Tortoise,TOR,,,46,45.97,28.43,47.38,154.8,130,16,16,125,129.6,Male,Youth/Teen,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Foil SKX logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,Color block acetate.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
4a3f373e-be37-4a63-8538-ccde3b0bff87,,715583025684,,SK 1067,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Blue,Navy over White,NVWHT,,,46,45.97,28.43,47.38,154.8,130,16,16,125,129.6,Male,Youth/Teen,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Foil SKX logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,Color block acetate.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
84006bf2-59be-46e4-813f-294c3aa91c69,,715583025783,,SK 1068,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Blue,Satin Navy,NVWHT,,,46,45.99,25.62,48.42,19.8,130,16,16,115,124.7,Male,Youth/Teen,Metal,"Stainless Steel, Monel, Nickel Silver & Handmade Acetate",,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Foil SKX logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,Color block acetate.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
27e290de-3e1c-4aa9-892a-6772dcf93d88,,715583025721,,SK 1068,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Black,Satin Gunmetal,BLKGRY,,,46,45.99,25.62,48.42,19.8,130,16,16,115,124.7,Male,Youth/Teen,Metal,"Stainless Steel, Monel, Nickel Silver & Handmade Acetate",,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Foil SKX logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,Color block acetate.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
5f62b00a-7743-4ea5-9d15-844a9f4d0ea8,,715583025714,,SK 1068,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Black,Satin Black,BLKGRN,,,46,45.99,25.62,48.42,19.8,130,16,16,115,124.7,Male,Youth/Teen,Metal,"Stainless Steel, Monel, Nickel Silver & Handmade Acetate",,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Foil SKX logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,Color block acetate.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
73020a64-d850-4e05-8d8a-210ca9c55bde,,715583942370,,SK 1076,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Black,MATTE BLACK,BLKRD,,,48,47.97,29.94,51.32,158.4,127,16,16,130,129.1,Male,Youth/Teen,Plastic,Handmade Acetate/Stainless Steel & Rubber,,,China,Skull,Combination temples,Saddle,,,,Visible logo.,Epoxy filled Skechers temple logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,January,2015,Metal temple accent,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
bdf65127-a10e-4162-a480-4375162c158f,,715583942387,,SK 1076,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Blue,MATTE NAVY,NVOR,,,48,47.97,29.94,51.32,158.4,127,16,16,130,129.1,Male,Youth/Teen,Plastic,Handmade Acetate/Stainless Steel & Rubber,,,China,Skull,Combination temples,Saddle,,,,Visible logo.,Epoxy filled Skechers temple logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,January,2015,Metal temple accent,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
58a4e5b0-30a2-42cc-8273-6dfd4c51d4bc,,715583942318,,SK 1076,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Black,MATTE BLACK,BLKGRN,,,48,47.97,29.94,51.32,158.4,127,16,16,130,129.1,Male,Youth/Teen,Plastic,Handmade Acetate/Stainless Steel & Rubber,,,China,Skull,Combination temples,Saddle,,,,Visible logo.,Epoxy filled Skechers temple logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,January,2015,Metal temple accent,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
6505247b-1a14-4986-b13f-2e10827eb57c,,715583942868,,SK 1077,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Black,SATIN BLACK,BLKGRN,,,49,48.72,28.69,51.30,19.8,127,16,16,130,134.1,Male,Youth/Teen,Metal,Stainless Steel & Rubber,,,China,Skull,Combination temples,Adjustable nose pads,,,,Visible logo.,Epoxy filled Skechers temple logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,January,2015,Metal temple accent,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
478c9f3c-cabf-4c45-b569-6cef5f3766be,,715583942882,,SK 1077,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Gunmetal,SATIN GUNMETAL,GUNRD,,,49,48.72,28.69,51.30,19.8,127,16,16,130,134.1,Male,Youth/Teen,Metal,Stainless Steel & Rubber,,,China,Skull,Combination temples,Adjustable nose pads,,,,Visible logo.,Epoxy filled Skechers temple logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,January,2015,Metal temple accent,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
a9a5a723-f4c8-40fc-9438-7e5b4a7ad9b0,,715583942912,,SK 1077,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Blue,SATIN NAVY,NVOR,,,49,48.72,28.69,51.30,19.8,127,16,16,130,134.1,Male,Youth/Teen,Metal,Stainless Steel & Rubber,,,China,Skull,Combination temples,Adjustable nose pads,,,,Visible logo.,Epoxy filled Skechers temple logo,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,January,2015,Metal temple accent,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
36b71849-2cea-4b1c-b881-791fa03a2d1a,,715583942950,,SK 1078,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Black,Black/Orange,BLKOR,,,50,49.60,30.71,53.00,156.6,130,16,16,120,139.6,Male,Youth/Teen,Plastic,Handmade Acetate & Nickel Silver,,,China,Skull,Metal temples,Saddle,,,,Visible logo.,SKX logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,Rubber temple tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
df8264b9-d452-4902-b235-922f1a16e44e,,715583942943,,SK 1078,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Blue,Blue,BLGRN,,,50,49.60,30.71,53.00,156.6,130,16,16,120,139.6,Male,Youth/Teen,Plastic,Handmade Acetate & Nickel Silver,,,China,Skull,Metal temples,Saddle,,,,Visible logo.,SKX logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,Rubber temple tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
2976f99d-2a5b-4d17-8117-b4165c8d39df,,715583942967,,SK 1078,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Crystal,Clear,CLRBL,,,50,49.60,30.71,53.00,156.6,130,16,16,120,139.6,Male,Youth/Teen,Plastic,Handmade Acetate & Nickel Silver,,,China,Skull,Metal temples,Saddle,,,,Visible logo.,SKX logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,Rubber temple tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
ddbed68c-1a48-4439-b71f-2dc2e5100aab,,715583942998,,SK 1079,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Blue,Shiny Blue,BLGRN,,,48,48.41,29.71,51.64,21.6,130,17,17,120,133.4,Male,Youth/Teen,Metal,Stainless Steel & Nickel Silver,,,China,Skull,Metal temples,Adjustable nose pads,,,,Visible logo.,SKX logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,Rubber temple tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
9c367593-d32a-49fa-b64d-872893913fbd,,715583943025,,SK 1079,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Gunmetal,Shiny Dark Gunmetal,GUNRD,,,48,48.41,29.71,51.64,21.6,130,17,17,120,133.4,Male,Youth/Teen,Metal,Stainless Steel & Nickel Silver,,,China,Skull,Metal temples,Adjustable nose pads,,,,Visible logo.,SKX logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,Rubber temple tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
fb950b93-f4ac-49a1-93c1-a5c3618640fb,,715583943032,,SK 1079,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Silver,Shiny Silver,SINV,,,48,48.41,29.71,51.64,21.6,130,17,17,120,133.4,Male,Youth/Teen,Metal,Stainless Steel & Nickel Silver,,,China,Skull,Metal temples,Adjustable nose pads,,,,Visible logo.,SKX logo,,,,,,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,June,2014,Rubber temple tips.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
8070d5cc-b399-4d56-8671-318db17b6a49,,715583325227,,SK 1500,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Rose,Rose Purple,ROPUR,,,45,45.48,25.04,47.04,161.1,125,15,125,111,118.0,Female,Child,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Skechers Locked-Up S logo.,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Cat Eye,,September,2010,High definition butterfly graphic detail.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
fb492b64-47df-4156-b242-7bfabff243ec,,715583325210,,SK 1500,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Purple,Purple Pink,PURPK,,,45,45.48,25.04,47.04,161.1,125,15,125,111,118.0,Female,Child,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Skechers Locked-Up S logo.,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Cat Eye,,September,2010,High definition butterfly graphic detail.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
9c6a58ce-902f-48d8-8874-9219bc9eb85b,,715583325197,,SK 1500,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Brown,Brown Teal,BRNTL,,,45,45.48,25.04,47.04,161.1,125,15,125,111,118.0,Female,Child,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Skechers Locked-Up S logo.,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Cat Eye,,September,2010,High definition butterfly graphic detail.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
e18d970f-6ebc-437f-a8fc-ad662ee2b64a,,715583325203,,SK 1500,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Blue,Light Blue,LBL,,,45,45.48,25.04,47.04,161.1,125,15,125,111,118.0,Female,Child,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Skechers Locked-Up S logo.,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Cat Eye,,September,2010,High definition butterfly graphic detail.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
6f07f72f-8762-4d5c-b797-bfa8736b55e0,,715583325166,,SK 1500,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Black,Black Purple,BLKPUR,,,45,45.48,25.04,47.04,161.1,125,15,125,111,118.0,Female,Child,Plastic,Handmade Acetate,,,China,Skull,Plastic temples,Saddle,,,,Visible logo.,Skechers Locked-Up S logo.,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Cat Eye,,September,2010,High definition butterfly graphic detail.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
677d6f23-fb39-4cae-968d-6d8aa343600b,,715583306400,,SK 1501,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Blue,Blue,BL,,,44,44.80,25.00,45.90,16.2,125,16,16,108,118.6,Female,Child,Metal,Stainless Steel & Handmade Acetate,,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Skechers Locked-Up S logo.,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,September,2010,High definition butterfly graphic detail.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
e9356224-6db5-4eb8-9c29-86112f47ae1e,,715583306448,,SK 1501,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Purple,Purple Green,PUGRN,,,44,44.80,25.00,45.90,16.2,125,16,16,108,118.6,Female,Child,Metal,Stainless Steel & Handmade Acetate,,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Skechers Locked-Up S logo.,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,September,2010,High definition butterfly graphic detail.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
987f16e3-ac51-4d9c-bf1e-9330a4ef5c61,,715583306417,,SK 1501,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Black,Black Purple,BLKPUR,,,44,44.80,25.00,45.90,16.2,125,16,16,108,118.6,Female,Child,Metal,Stainless Steel & Handmade Acetate,,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Skechers Locked-Up S logo.,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,September,2010,High definition butterfly graphic detail.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
403b8940-e0ec-4884-8de5-a1cfc4972bbd,,715583306431,,SK 1501,Marcolin¨,Skechers,7480,Skechers Collection,Children's,Burgundy,Burgundy Pink,BUPK,,,44,44.80,25.00,45.90,16.2,125,16,16,108,118.6,Female,Child,Metal,Stainless Steel & Handmade Acetate,,,China,Skull,Plastic temples,Adjustable nose pads,,,,Visible logo.,Skechers Locked-Up S logo.,,,,,beveled,Hard case included.,Brand case,Spring Hinge,Full Rim,Rectangle,,September,2010,High definition butterfly graphic detail.,,,,Rx adaptable.,,2-year warranty.,2-year limited & full exchange policy.,Y
